gene.name	ceRNA.total.sites	ceRNA.total.fams	shared.sites	shared.fams	shared.sites.rec	shared.fams.rec	target.total.sites	target.total.fams	pval.fams	pval.fams.rec	pval.sites	pval.sites.rec	pval.span	pval.clust	pval.even	pval.span.rec	pval.clust.rec	pval.even.rec	prod1	prod2	prod3	prod4	prod5	score	score.pval
GIGYF1	48	44	7	6	12	6	39	33	0.139457194032416	0.139457194032416	0.0974697512470902	4.65179025973991e-05	0.602236408983649	6.81767097457682e-05	0.122345574985685	0.0298188225225216	1.36793984978382e-13	0.0814125891608346	4.53408839470486e-06	0.019448308967395	0.0179579805960842	9.32616380883814e-18	0.0149684397185777	12.7358243101728	0.165577786851776
EIF4EBP2	14	13	5	5	8	5	39	33	0.00225401539788797	0.00225401539788797	0.00405366023434335	0.0129773646117988	0.656670469535703	7.89553415183059e-07	0.175417054101293	0.109022069717153	4.9297774147131e-10	0.110413323644245	5.26058268734235e-05	5.08058541391607e-06	0.0715915737109171	3.89232259387904e-16	0.0307711428695759	12.7286158035019	0.165781951817068
CEP104	6	6	3	3	6	3	39	33	0.00865534446782758	0.00865534446782759	0.00928011811023193	0.0984388797496229	0.00010836682663923	1.03052232647089e-05	0.196279244378337	0.00863457510400841	9.3480944018127e-09	0.130666812934702	0.000913524430715419	7.49149878567536e-05	9.35701503399492e-07	9.63341999102557e-14	0.038525541773731	12.7213426347607	0.16598611678236
SPAG9	18	18	7	7	8	7	39	33	0.000227847722520178	0.000227847722520179	0.000365075008114811	0.0129773646117988	0.649209742213962	2.09930630143639e-05	0.124813610435286	0.145763300395266	3.47452698554324e-08	0.113281571696002	4.73771149096132e-06	5.19145846576322e-08	0.0946309546738668	7.2940963952617e-13	0.0155784373498913	12.6999603002608	0.166190281747652
SCN8A	9	6	7	4	5	4	39	33	0.000517734426387808	0.000517734426387809	8.0619909641686e-07	0.216230785684003	0.585851098737443	7.41530651317023e-08	0.127970267025623	0.188857845877416	4.39373582776153e-05	0.141140033789632	1.74325064035951e-07	2.68048936267113e-07	0.110642576512471	3.25808979007495e-12	0.0163763892426092	12.6915370768422	0.166394446712944
ZDHHC7	8	8	4	4	7	4	39	33	0.0021416617218276	0.00214166172182761	0.00247086310869493	0.0384195707312877	0.00395360414809021	1.17808637603973e-05	0.166824252563575	0.159481616881055	3.09993685670642e-09	0.125992030902169	9.49294999718343e-05	4.58671493074158e-06	0.000630527182045072	3.65199337746926e-14	0.0278303312433954	12.6892447568452	0.166598611678236
CLCN6	8	8	4	4	7	4	39	33	0.0021416617218276	0.00214166172182761	0.00247086310869493	0.0384195707312877	0.688493018872457	1.29570943500421e-06	0.240607220687255	0.159278653577688	8.25416697697643e-11	0.12634361259417	9.49294999718343e-05	4.58671493074158e-06	0.109662241043642	1.06950020301685e-16	0.0578918346468454	12.6776843379645	0.166802776643528
SLC25A44	26	25	5	4	8	4	39	33	0.140274574411844	0.140274574411844	0.058385167337893	0.0129773646117988	0.648195066088982	1.79008795328906e-06	0.169611049300414	0.00150078374603324	5.54276103284464e-13	0.111050873801555	0.000757685604464725	0.0196769562264239	0.000972800619445284	9.92202975285523e-19	0.0287679080447875	12.6103469144546	0.16700694160882
LRCH3	6	6	4	4	8	4	39	33	0.000517734426387808	0.000517734426387809	0.000606305006564941	0.0129773646117988	0.569200338645624	0.000336983785870653	0.164690995894836	0.111684737303143	3.63124040368474e-10	0.117511633691374	7.86824113615232e-06	2.68048936267113e-07	0.0635709902944963	1.22366913864016e-13	0.0271231241288327	12.5958982648856	0.167211106574112
MAPK1	31	29	4	4	8	4	39	33	0.208240571790723	0.208240571790723	0.250421275531871	0.0129773646117988	0.000226311366661952	2.39953951192185e-07	0.171309852322616	0.00716495542470871	2.81555126270243e-10	0.108888297298975	0.00324980819912883	0.0433641357397271	1.62151085423779e-06	6.75602650269592e-17	0.0293470655027966	12.5923016883907	0.167415271539404
ATG14	18	16	7	6	8	6	39	33	0.000881663287608068	0.000881663287608067	0.000365075008114811	0.0129773646117988	0.837642448021187	9.70188458552384e-07	0.175422230580495	0.139108537695715	3.57301893410128e-08	0.109841271873939	4.73771149096132e-06	7.77330152715866e-07	0.116523216056086	3.4665017320542e-14	0.0307729589818362	12.5902372111045	0.167619436504696
NABP1	11	11	5	5	7	5	39	33	0.000914109502339679	0.000914109502339678	0.00115436531872774	0.0384195707312877	0.000761875922438927	1.9683680157989e-06	0.149380314122784	0.021575255146951	2.00642271919734e-05	0.116182564745765	4.4350220012606e-05	8.35596182267695e-07	1.64376674169385e-05	3.9493783066403e-11	0.0223144782474218	12.558369147419	0.167823601469988
MFN1	14	13	6	5	6	5	39	33	0.00225401539788797	0.00225401539788797	0.000528421996553415	0.0984388797496229	0.883121187869002	7.17586050753798e-07	0.235856076347002	0.00405067235244733	1.44194805966948e-08	0.132866295469925	5.20172693757772e-05	5.08058541391607e-06	0.00357723457956141	1.03472181353032e-14	0.0556280887498028	12.5556619597098	0.16802776643528
DDX6	18	17	6	5	7	5	39	33	0.00849082197931926	0.00849082197931925	0.00244797359884192	0.0384195707312877	0.492233793166515	4.141974509551e-07	0.169827594297831	0.00431084489890008	3.47765388601739e-09	0.119281561771152	9.4050094829032e-05	7.20940578844909e-05	0.00212194353633811	1.4404353748925e-15	0.0288414117849888	12.5368837545101	0.168231931400572
KIF23	16	16	5	5	7	5	39	33	0.0063705492067385	0.0063705492067385	0.00769420480864122	0.0384195707312877	0.0206476679647259	2.53968979031207e-06	0.148085147726709	0.195991941102415	2.24261390023327e-10	0.149506473433982	0.000295608045866605	4.05838971954765e-05	0.00404677652364478	5.69554362603437e-16	0.0219292109772413	12.5340126222763	0.168436096365864
CPEB4	43	35	11	7	7	7	39	33	0.0170847081918757	0.0170847081918757	0.00057437848336482	0.0384195707312877	0.0550246655758125	7.2942462868274e-11	0.0833413254875819	0.476108892149913	7.10614282669397e-06	0.126985663629879	2.20673747681645e-05	0.000291887254001543	0.0261977325682195	5.18339559272776e-16	0.00694577653402707	12.5336316560988	0.168640261331156
LONP2	4	4	4	4	4	4	39	33	3.89439860425972e-05	3.89439860425972e-05	4.63250390625e-05	0.403372038835161	0.0972151933779147	3.50195529188977e-06	0.167745131165034	0.0596083678446184	3.91427109532378e-05	0.15988349870756	1.86862254557591e-05	1.516634048886e-09	0.00579483900695645	1.37076023761603e-10	0.0281384290295744	12.5252776754167	0.168844426296448
DNAJA1	9	9	5	5	6	5	39	33	0.000281634317172167	0.000281634317172167	0.000362505872517786	0.0984388797496229	0.3311330704945	7.1466485815851e-06	0.153076932095689	0.110394489058265	3.84773523982707e-08	0.134081226682046	3.56846719933105e-05	7.9317888609033e-08	0.0365552661275349	2.74984115940251e-13	0.0234325471398281	12.5150427742835	0.169048591261739
VDAC2	10	9	6	5	6	5	39	33	0.000281634317172167	0.000281634317172167	4.94148229454802e-05	0.0984388797496229	0.0130383099168196	2.30910563081884e-05	0.128555372124397	0.110394489058265	3.23036801270458e-06	0.128974720459787	4.86433981377903e-06	7.9317888609033e-08	0.00143935756145062	7.45926096775322e-11	0.0165264837020421	12.5097421798837	0.169252756227031
KIAA2026	14	14	5	5	8	5	39	33	0.00329874622095063	0.00329874622095063	0.00405366023434335	0.0129773646117988	0.21986715274095	3.7181577166592e-05	0.151553590423112	0.0070548440583659	9.49717782589537e-10	0.10723799334498	5.26058268734235e-05	1.08817266302361e-05	0.00155112847614432	3.53120050198375e-14	0.0229684907701365	12.4996134469371	0.169456921192323
KDM3A	3	3	3	3	3	3	39	33	0.000515358748630369	0.000515358748630369	0.000561515625	0.634620658048881	2.54758241092814e-06	7.07770568174016e-07	0.196976999962729	0.378228408387605	0.000307121981764433	0.187705072260853	0.000356349415442229	2.6559463978986e-07	9.63568040521608e-07	2.17371899532143e-10	0.038799938514317	12.4864528325202	0.169661086157615
BTBD3	30	27	6	5	6	5	39	33	0.0602277893495073	0.0602277893495073	0.0334148001386229	0.0984388797496229	0.164134745576973	8.12092705881217e-09	0.148287025539444	0.00114146777937781	2.09463817380119e-09	0.13349190379745	0.00328931549270358	0.00362738660992862	0.00018735452355249	1.7010403824043e-17	0.0219890419433356	12.4697488167198	0.169865251122907
PPP6C	28	22	8	5	7	5	39	33	0.0266375840233395	0.0266375840233395	0.00147762560597405	0.0384195707312877	0.0414984046571274	2.65889605277627e-09	0.123210543508774	0.198582665381327	6.77068527277973e-08	0.124975062891384	5.67697414830821e-05	0.00070956088260047	0.00824086380588524	1.80025483463845e-16	0.0151808380317275	12.4534352038452	0.170069416088199
CC2D1B	8	6	5	4	7	4	39	33	0.000517734426387808	0.000517734426387809	0.000172926066540005	0.0384195707312877	0.499451591101459	7.99062693547515e-06	0.203179724011262	0.165239130040503	1.90981281605206e-08	0.125784035568794	6.64374524471708e-06	2.68048936267113e-07	0.0825289464109503	1.52606017296612e-13	0.0412820002492925	12.4493565431277	0.170273581053491
PRKAB2	20	18	6	5	7	5	39	33	0.0110607850607663	0.0110607850607663	0.00442828271033328	0.0384195707312877	0.0154532423848862	3.07526932624282e-07	0.130990759664142	0.206495213044531	2.91968499402546e-09	0.150134059610569	0.000170132720807788	0.000122340966160471	0.00319102057849586	8.97881770441794e-16	0.0171585791173889	12.4293590135768	0.170477746018783
NET1	14	14	5	5	5	5	39	33	0.00329874622095063	0.00329874622095063	0.00405366023434335	0.216230785684003	0.0214991366137554	4.81894165834774e-06	0.147755511074838	0.00116212544521979	4.22672626789692e-08	0.148902864419761	0.000876526137368062	1.08817266302361e-05	2.49846937091016e-05	2.03683472908011e-13	0.0218316910529866	12.4223637387695	0.170681910984075
TMEM167B	13	13	4	4	7	4	39	33	0.0161957681056552	0.0161957681056552	0.018055418170154	0.0384195707312877	0.00871168015471931	6.30980314932805e-06	0.165536396420869	0.00443499987786292	8.75415191332926e-10	0.120154002673581	0.000693681415471209	0.000262302904532159	3.8636300422161e-05	5.52369753124211e-15	0.0274022985400072	12.4215367902422	0.170886075949367
DESI2	27	23	8	7	8	7	39	33	0.00129654499719168	0.00129654499719168	0.00113707576287762	0.0129773646117988	0.385785819027618	1.28679118640568e-05	0.109501527188908	0.1334498184415	5.66169472657040e-09	0.110122708529059	1.47562467661022e-05	1.68102892974277e-06	0.051483047506541	7.28541887427028e-14	0.0119905844567032	12.4120802361535	0.171090240914659
TRIM24	6	6	4	4	4	4	39	33	0.000517734426387808	0.000517734426387809	0.000606305006564941	0.403372038835161	0.00138932037422829	4.86082234165764e-06	0.168414397648608	0.0112598871459815	7.90008620847047e-06	0.164385259253757	0.000244566486654066	2.68048936267113e-07	1.56435906234234e-05	3.84009155431546e-11	0.0283634093353434	12.4118328168603	0.171294405879951
SLC20A2	10	10	5	5	6	5	39	33	0.000529955111348672	0.000529955111348673	0.000675596922090093	0.0984388797496229	0.725829857712758	5.74352907122327e-07	0.251106192791789	0.110394489058265	2.17696053884257e-08	0.141320086028541	6.6505004172842e-05	2.80852420044584e-07	0.0801276162854333	1.25034361417482e-14	0.0630543200583869	12.4008672346536	0.171498570845243
MTRR	17	16	4	4	7	4	39	33	0.0344458852298769	0.0344458852298769	0.0461668728103874	0.0384195707312877	0.085418591151373	7.66003192497711e-07	0.167332646527961	0.0123937041381747	2.6018748063663e-11	0.119315562176353	0.00177371143538104	0.00118651900926985	0.00105865274662983	1.99304440815595e-17	0.0280002145940516	12.3903994136236	0.171702735810535
SOS1	26	24	7	7	9	7	39	33	0.00172248515946195	0.00172248515946196	0.00419476234511272	0.00382648938626063	0.515947341010981	5.1257816854759e-05	0.132063602204969	0.0946606217568756	6.16284443508793e-10	0.105336232965363	1.60512135914596e-05	2.96695512456668e-06	0.0488398960939062	3.15893951358108e-14	0.0174407950273523	12.384361279927	0.171906900775827
BEND3	19	18	6	5	8	5	39	33	0.0110607850607663	0.0110607850607663	0.00333000104053059	0.0129773646117988	0.185867930655424	1.70738122679107e-05	0.132798322596475	0.00769778232988888	5.65668487854728e-10	0.108695622259797	4.3214637660635e-05	0.000122340966160471	0.00143077087229234	9.65811756750457e-15	0.0176353944844375	12.3832793562478	0.172111065741119
ARMC1	15	15	6	6	9	6	39	33	0.000585693948831428	0.000585693948831428	0.000819254151171083	0.00382648938626063	0.814210219350608	2.14392483246843e-06	0.185940471011898	0.0746565530046214	2.70782508982173e-07	0.0989339761514559	3.13486731410612e-06	3.43037401697751e-07	0.0607861283978531	5.80537345204986e-13	0.0345738587601263	12.3796446803488	0.172315230706411
E2F8	5	5	3	3	6	3	39	33	0.0045865394471077	0.0045865394471077	0.00494321155839843	0.0984388797496229	0.000411968247506612	0.000101089570776407	0.195505248659089	0.00863457510400841	9.3480944018127e-09	0.130666812934702	0.00048660420817413	2.1036344099875e-05	3.55717077356257e-06	9.44994850656576e-13	0.0382223022532523	12.3791593002827	0.172519395671703
MMD	29	27	7	6	7	6	39	33	0.0166208198472582	0.0166208198472582	0.00800158335612077	0.0384195707312877	0.00295205820041351	7.40989927234482e-06	0.117790750909697	0.00116505383181976	4.59274188305285e-08	0.119439271356815	0.000307417397712776	0.000276251652395011	3.43930671814671e-06	3.40317547373009e-13	0.0138746609998703	12.3696662800942	0.172723560636995
SLC25A36	23	21	8	7	7	7	39	33	0.00069431024186718	0.000694310241867179	0.000338631689104214	0.0384195707312877	0.220688941578011	3.87405825682967e-06	0.108524019595929	0.048034607067819	4.55096718516567e-07	0.118508442065661	1.30100841313948e-05	4.82066711961662e-07	0.0106007065929126	1.7630712000252e-12	0.0117774628292576	12.3694670152328	0.172927725602287
JKAMP	14	14	6	6	7	6	39	33	0.000373499916375178	0.000373499916375178	0.000528421996553415	0.0384195707312877	0.0127251976424727	9.39759383182941e-06	0.12961054195056	0.192033895846295	1.36204285969704e-06	0.117877435459163	2.03017462725522e-05	1.39502187532265e-07	0.00244366927869811	1.27999255769762e-11	0.0167988925847178	12.3544535690125	0.173131890567579
LIPA	13	12	5	4	5	4	39	33	0.0119059980417268	0.0119059980417268	0.0027946465779898	0.216230785684003	0.0739660559098768	1.63438360166419e-07	0.159902593374812	0.00513969843622738	1.10292729929037e-08	0.14850200672772	0.000604288625267845	0.000141752789369603	0.000380163221893901	1.80260629178795e-15	0.0255688393679905	12.3527436279712	0.173336055532871
SEC22C	16	15	6	5	5	5	39	33	0.00465527235701024	0.00465527235701024	0.00121951190396365	0.216230785684003	0.958187119675519	3.83004227340055e-09	0.286681950561427	0.0267424911484148	3.31345349363837e-08	0.14757652339106	0.000263696017145055	2.16715607179436e-05	0.0256243105664476	1.26906669515817e-16	0.0821865407777047	12.3492561018278	0.173540220498163
FBXO30	17	16	4	4	8	4	39	33	0.0344458852298769	0.0344458852298769	0.0461668728103874	0.0129773646117988	0.890402469268668	5.37617779517138e-07	0.290083426130145	0.00149576833115225	3.64631359356055e-11	0.110617255723725	0.000599124341446939	0.00118651900926985	0.00133183581551184	1.96032301759318e-17	0.0841483941154034	12.3447961190297	0.173744385463454
ZDHHC18	13	12	4	4	7	4	39	33	0.0119059980417268	0.0119059980417268	0.018055418170154	0.0384195707312877	0.0609927904554026	1.18058291408861e-05	0.164857341820549	0.00284769219210299	3.30364956509275e-10	0.120077720498048	0.000693681415471209	0.000141752789369603	0.000173688693154424	3.90023223068478e-15	0.0271779431521373	12.315251904432	0.173948550428746
ZNF445	11	11	5	5	7	5	39	33	0.000914109502339679	0.000914109502339678	0.00115436531872774	0.0384195707312877	0.178896592780989	1.88733265445971e-05	0.151344775035061	0.00429858541889686	1.4836607618803e-07	0.118268751265887	4.4350220012606e-05	8.35596182267695e-07	0.00076900228521869	2.80016140403726e-12	0.0229052409304133	12.313332694087	0.174152715394038
ZNF655	12	11	5	5	7	5	39	33	0.000914109502339679	0.000914109502339678	0.00184464675345139	0.0384195707312877	0.029540819087336	9.05393977522349e-06	0.143810243269878	0.0631119782706733	9.11328882659311e-08	0.125322356308714	7.08705364184658e-05	8.35596182267695e-07	0.00186437953233784	8.25111681901912e-13	0.0206813860693416	12.3072763953235	0.17435688035933
RAB11FIP1	22	21	6	6	8	6	39	33	0.00440133763369059	0.0044013376336906	0.00738979294071752	0.0129773646117988	0.0377400107350089	1.67899715827546e-07	0.133062598941057	0.13694143935783	7.33645892346629e-08	0.110679096998134	9.59000373973884e-05	1.93717729657411e-05	0.00516817139143207	1.23178936843045e-14	0.0177056552369487	12.2861457385034	0.174561045324622
TRAK2	12	12	4	4	7	4	39	33	0.0119059980417268	0.0119059980417268	0.0133597961417958	0.0384195707312877	0.0349000340093113	4.08782428897643e-05	0.161738928827006	0.00284769219210299	2.73122232887234e-10	0.119924165442028	0.000513277632825308	0.000141752789369603	9.93845543524445e-05	1.11647569745591e-14	0.0261594810981073	12.2844382624205	0.174765210289914
CUL4A	5	5	4	4	5	4	39	33	0.00018331209591768	0.00018331209591768	0.000216337932421875	0.216230785684003	0.0271782243497996	3.41963680726246e-06	0.164527262658496	0.188857845877416	2.98503587074926e-06	0.147565037806383	4.67789211008347e-05	3.36033245097327e-08	0.0051328209054763	1.02077385346129e-11	0.0270692201578979	12.2736103131666	0.174969375255206
SSH2	39	36	8	7	9	7	39	33	0.0199448873293351	0.0199448873293351	0.0129773646117988	0.00382648938626063	0.891955879195684	7.3670003974994e-07	0.14552140134428	0.00457019632731809	1.83718436216028e-09	0.10354191262143	4.96577479486826e-05	0.000397798530579872	0.0040764134832299	1.35345379263145e-15	0.0211764782492029	12.2666879347058	0.175173540220498
YTHDC1	8	8	4	4	6	4	39	33	0.0021416617218276	0.00214166172182761	0.00247086310869493	0.0984388797496229	0.000839200800318402	2.09333967153177e-06	0.169539430656606	0.110394489058265	4.06479690374896e-07	0.1377129647793	0.0002432289964346	4.58671493074158e-06	9.26431435684373e-05	8.50900061533719e-13	0.0287436185473662	12.2484860997892	0.17537770518579
STK26	12	12	5	5	8	5	39	33	0.00147432877763357	0.00147432877763358	0.00184464675345139	0.0129773646117988	0.265370763789758	0.000164284125390142	0.144318788778551	0.109022069717153	4.9297774147131e-10	0.110413323644245	2.39386534995096e-05	2.17364534455851e-06	0.0289312699107811	8.09884170944215e-14	0.0208279127945081	12.2475769533329	0.175581870151082
